Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;1//3;PPA;CrsPA;PrgP;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def;Tkl;TklW;Def 3rd;Mid 3rd;Att 3rd;Tkl;Att;Tkl%;Lost;Blocks;Sh;Pass;Int;Tkl+Int;Clr;Err;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Att;Succ;Succ%;Tkld;Tkld%;Carries;TotDist;PrgDist;PrgC;1//3;CPA;Mis;Dis;Rec;PrgR;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost;Won%
596;Mateo Mendía;ARG;DF;Boca Juniors;Liga Profesional Argentina;19;2004;3;1;180;2.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;8;1;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01;1;1;100.0;0.50;0.50;0.00;0.00;15.0;0;0;0;0.0;0.0;0.02;0.0;0.0;78;93;83.9;1334;423;27;34;79.4;46;51;90.2;5;8;62.5;0;0.0;0.0;0.0;0;3;0;0;8;1;0.50;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;1;2;0;0;2;4;50.0;2;4;3;1;7;9;5;0;112;8;45;64;4;2;112;1;1;100.0;0;0.0;65;355;234;1;0;0;0;0;73;1;0;0;0;3;0;0;1;7;1;0;0;0;6;7;2;77.8
597;Mateo Mendoza;ARG;DF;Godoy Cruz;Liga Profesional Argentina;19;2004;16;7;812;9.0;3;0;3;3;0;0;2;0;1.0;1.0;0.0;1.0;4;15;7;0.33;0.00;0.33;0.33;0.33;0.11;0.00;0.12;0.11;0.12;7;4;57.1;0.78;0.44;0.43;0.75;10.7;0;0;0;1.0;1.0;0.15;+2.0;+2.0;317;398;79.6;6293;1754;107;116;92.2;161;192;83.9;45;77;58.4;0;0.0;0.1;0.0;1;14;2;1;15;3;0.33;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;29;19;18;10;1;13;19;68.4;6;10;6;4;16;45;44;1;530;50;273;222;37;12;530;3;0;0.0;3;100.0;252;1032;530;4;5;0;10;6;287;7;2;0;0;15;14;1;5;16;19;0;0;0;38;18;18;50.0
607;Lucas Mihovilcevich;ARG;DF;Newell's OB;Liga Profesional Argentina;20;2004;1;0;25;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;2;5;40.0;37;12;1;1;100.0;1;2;50.0;0;2;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2;1;1;0;0;1;0;9;2;6;3;0;0;9;0;0;;0;;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0.0
609;Lautaro Millán;ARG;MF;Independiente;Liga Profesional Argentina;18;2005;8;6;503;5.6;0;1;1;0;0;0;1;0;1.9;1.9;0.3;2.2;7;19;31;0.00;0.18;0.18;0.00;0.18;0.34;0.06;0.40;0.34;0.40;7;4;57.1;1.25;0.72;0.00;0.00;18.3;0;0;0;1.9;1.9;0.27;-1.9;-1.9;150;203;73.9;2423;669;81;99;81.8;41;52;78.8;20;31;64.5;1;0.3;0.7;+0.7;9;13;11;2;19;21;3.76;10;8;0;1;1;1;3;0.54;1;1;0;0;1;0;17;12;5;10;2;8;12;66.7;4;8;0;8;1;18;3;0;280;2;30;138;116;14;280;19;8;42.1;10;52.6;173;865;415;7;10;2;20;14;179;31;1;0;0;10;18;4;20;1;12;1;0;0;28;3;6;33.3
613;Franco Minerva;ARG;MF,FW;Platense;Liga Profesional Argentina;17;2006;13;12;774;8.6;1;1;2;1;0;0;1;0;0.4;0.4;0.9;1.3;8;14;42;0.12;0.12;0.23;0.12;0.23;0.05;0.10;0.15;0.05;0.15;10;3;30.0;1.16;0.35;0.10;0.33;22.4;0;0;0;0.4;0.4;0.04;+0.6;+0.6;98;201;48.8;1853;830;47;72;65.3;26;58;44.8;20;44;45.5;1;0.9;0.6;+0.1;11;11;6;4;14;18;2.09;12;5;0;0;1;0;3;0.35;2;0;0;0;1;0;14;9;5;6;3;7;15;46.7;8;12;0;12;7;21;8;0;290;6;45;101;149;16;290;8;2;25.0;6;75.0;137;566;258;8;11;1;19;8;156;42;1;0;0;4;2;2;44;7;9;1;0;0;24;8;13;38.1
621;Walter Molas;ARG;DF;Boca Juniors;Liga Profesional Argentina;19;2004;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;1;1;100.0;20;20;0;0;;1;1;100.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;;0;;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
630;Gerónimo Montivero;ARG;DF;Godoy Cruz;Liga Profesional Argentina;18;2005;1;0;15;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;1;1;100.0;49;47;0;0;;0;0;;1;1;100.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;3;0;4;1;4;0;0;0;4;0;0;;0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;33.3
631;Álvaro Montoro;ARG;MF,FW;Vélez Sarsfield;Liga Profesional Argentina;16;2007;8;0;85;0.9;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;4;8;10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;29;42;69.0;436;94;17;19;89.5;9;14;64.3;2;5;40.0;0;0.0;0.0;0.0;0;3;1;0;8;3;3.18;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;0;1;0.0;1;2;0;2;0;1;0;0;52;0;2;22;29;7;52;1;0;0.0;1;100.0;36;173;93;4;1;2;5;2;42;10;0;0;0;2;1;0;5;0;1;0;0;0;7;0;3;0.0
632;Francisco Montoro;ARG;FW;Vélez Sarsfield;Liga Profesional Argentina;19;2004;1;0;7;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;1;1;100.0;3;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0
642;Juan Morán;ARG;DF;Godoy Cruz;Liga Profesional Argentina;17;2006;6;5;485;5.4;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.1;5;17;16;0.00;0.00;0.00;0.00;0.00;0.01;0.02;0.03;0.01;0.03;2;0;0.0;0.37;0.00;0.00;;23.1;0;0;0;0.1;0.1;0.03;-0.1;-0.1;168;240;70.0;2972;1282;74;86;86.0;70;99;70.7;21;41;51.2;0;0.1;0.1;-0.1;1;12;2;2;17;3;0.56;1;2;0;0;0;0;1;0.19;1;0;0;0;0;0;23;16;15;6;2;10;16;62.5;6;9;0;9;12;35;16;0;317;14;112;150;56;0;317;8;4;50.0;4;50.0;105;554;294;5;5;1;6;3;133;16;0;0;0;3;2;1;12;12;16;0;0;0;20;3;9;25.0
648;Joaquín Mosqueira;ARG;MF;Unión;Liga Profesional Argentina;19;2004;23;22;1,78;19.8;1;1;2;1;0;0;5;0;0.5;0.5;0.2;0.7;15;91;13;0.05;0.05;0.10;0.05;0.10;0.02;0.01;0.03;0.02;0.03;12;4;33.3;0.61;0.20;0.08;0.25;24.9;0;0;0;0.5;0.5;0.04;+0.5;+0.5;530;676;78.4;9713;3193;213;261;81.6;266;310;85.8;47;79;59.5;1;0.2;0.4;+0.8;9;72;4;0;91;19;0.96;15;0;0;3;0;1;1;0.05;0;0;0;1;0;0;31;25;10;21;0;12;29;41.4;17;18;5;13;26;57;26;1;830;26;206;554;75;5;830;6;1;16.7;4;66.7;346;1619;866;15;11;1;15;7;419;13;5;0;0;25;7;0;4;26;25;0;1;0;92;32;29;52.5
670;Tomás O'Connor;ARG;MF;Rosario Central;Liga Profesional Argentina;19;2004;9;2;363;4.0;1;0;1;1;0;0;4;0;0.6;0.6;0.1;0.7;2;20;18;0.25;0.00;0.25;0.25;0.25;0.14;0.03;0.17;0.14;0.17;1;1;100.0;0.25;0.25;1.00;1.00;10.2;0;0;0;0.6;0.6;0.56;+0.4;+0.4;168;209;80.4;2836;917;84;95;88.4;69;78;88.5;13;19;68.4;0;0.1;0.2;-0.1;4;17;0;0;20;12;2.97;8;2;0;0;1;1;0;0.00;0;0;0;0;0;0;16;11;6;8;2;8;16;50.0;8;2;0;2;4;20;1;0;253;0;37;159;58;2;253;11;5;45.5;5;45.5;149;745;321;2;7;0;10;7;177;18;4;0;0;15;11;1;6;4;11;0;0;0;21;3;4;42.9
672;Elías Ocampo;ARG;DF,FW;Rosario Central;Liga Profesional Argentina;19;2004;3;2;154;1.7;0;0;0;0;0;0;2;0;0.0;0.0;0.2;0.2;4;3;5;0.00;0.00;0.00;0.00;0.00;0.00;0.09;0.09;0.00;0.09;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;35;58;60.3;570;282;20;24;83.3;11;19;57.9;4;10;40.0;0;0.2;0.2;-0.2;2;1;2;2;3;2;1.17;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;5;5;2;3;0;2;2;100.0;0;3;1;2;1;6;3;0;84;6;27;34;24;0;84;2;1;50.0;1;50.0;37;176;96;4;2;0;3;2;39;5;2;0;0;6;1;1;9;1;5;0;0;0;7;3;4;42.9
675;Óctavio Ontivero;ARG;DF;Lanús;Liga Profesional Argentina;18;2006;4;2;204;2.3;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;2;10;13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;82;109;75.2;1286;551;37;43;86.0;40;46;87.0;3;11;27.3;0;0.0;0.1;0.0;0;3;1;0;10;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;7;5;3;4;0;4;6;66.7;2;4;1;3;1;8;9;0;147;9;42;60;45;1;147;6;2;33.3;4;66.7;67;267;94;2;1;0;7;4;70;13;1;0;0;6;1;0;6;1;5;0;0;0;9;2;2;50.0
676;Christian Ordoñez;ARG;MF;Vélez Sarsfield;Liga Profesional Argentina;19;2004;26;25;2,008;22.3;0;3;3;0;0;0;3;1;1.2;1.2;2.4;3.5;32;83;74;0.00;0.13;0.13;0.00;0.13;0.05;0.11;0.16;0.05;0.16;16;1;6.3;0.72;0.04;0.00;0.00;21.4;0;0;0;1.2;1.2;0.07;-1.2;-1.2;562;724;77.6;8676;2763;301;348;86.5;208;255;81.6;33;51;64.7;3;2.4;1.9;+0.6;21;66;15;3;83;52;2.33;46;0;2;2;1;1;5;0.22;5;0;0;0;0;0;53;30;27;18;8;19;45;42.2;26;43;3;40;17;70;30;1;1017;29;178;571;282;27;1017;47;23;48.9;22;46.8;485;2648;1252;32;17;3;50;31;573;74;3;1;0;31;22;0;16;17;30;0;0;0;115;27;37;42.2
683;Máximo Oses;ARG;FW,MF;Belgrano;Liga Profesional Argentina;18;2005;2;1;55;0.6;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.2;3;3;5;0.00;0.00;0.00;0.00;0.00;0.07;0.20;0.28;0.07;0.28;1;1;100.0;1.64;1.64;0.00;0.00;16.1;0;0;0;0.0;0.0;0.04;0.0;0.0;13;25;52.0;207;75;6;9;66.7;5;10;50.0;1;3;33.3;0;0.1;0.1;-0.1;2;3;1;1;3;4;6.55;2;1;0;1;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;1;1;100.0;0;0;0;0;0;1;0;0;34;0;4;18;13;2;34;4;1;25.0;3;75.0;18;148;55;3;1;0;3;1;23;5;0;0;0;2;0;0;5;0;1;0;0;0;1;1;1;50.0
686;Brandon Oviedo;ARG;DF;Banfield;Liga Profesional Argentina;19;2005;4;3;242;2.7;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;1;3;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;61;72;84.7;1374;440;15;18;83.3;37;38;97.4;9;15;60.0;0;0.0;0.0;0.0;0;1;1;1;3;1;0.37;0;0;0;0;1;0;0;0.00;0;0;0;0;0;0;7;5;3;4;0;2;2;100.0;0;3;2;1;2;9;15;0;107;19;72;32;3;0;107;2;0;0.0;2;100.0;55;226;59;1;0;0;1;1;60;2;1;0;0;2;2;0;1;2;5;0;1;0;9;4;3;57.1
687;Fabricio Oviedo;ARG;FW;Rosario Central;Liga Profesional Argentina;19;2004;1;0;45;0.5;1;0;1;1;0;0;0;0;0.1;0.1;0.0;0.1;1;0;3;2.00;0.00;2.00;2.00;2.00;0.23;0.00;0.23;0.23;0.23;2;1;50.0;4.00;2.00;0.50;1.00;23.0;0;0;0;0.1;0.1;0.06;+0.9;+0.9;10;12;83.3;107;40;6;7;85.7;0;1;0.0;1;1;100.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;3;3;1;2;0;1;1;100.0;0;1;0;1;0;3;1;0;23;0;8;9;6;1;23;2;0;0.0;2;100.0;8;49;11;1;0;1;1;1;11;3;0;0;0;0;1;0;0;0;3;0;0;0;0;0;1;0.0
688;Tobías Palacio;ARG;DF;Arg Juniors;Liga Profesional Argentina;17;2006;13;12;1,045;11.6;0;0;0;0;0;0;2;0;0.6;0.6;0.2;0.8;8;42;1;0.00;0.00;0.00;0.00;0.00;0.05;0.01;0.06;0.05;0.06;5;1;20.0;0.43;0.09;0.00;0.00;7.2;0;0;0;0.6;0.6;0.12;-0.6;-0.6;546;659;82.9;10592;4127;179;210;85.2;295;322;91.6;67;107;62.6;0;0.2;0.1;-0.2;2;36;0;0;42;15;1.29;12;0;0;2;0;1;3;0.26;3;0;0;0;0;0;16;6;14;2;0;6;9;66.7;3;18;11;7;14;30;57;0;792;76;417;352;29;11;792;15;10;66.7;4;26.7;425;2473;1485;8;3;0;9;4;477;1;2;0;0;8;3;2;0;14;6;0;0;0;48;23;15;60.5
698;Diego Pavia;ARG;DF;Barracas Central;Liga Profesional Argentina;18;2005;1;1;66;0.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;18;32;56.3;266;130;12;15;80.0;5;11;45.5;1;1;100.0;0;0.0;0.0;0.0;0;1;0;0;1;1;1.36;0;1;0;0;0;0;0;0.00;0;0;0;0;0;0;1;0;1;0;0;0;0;;0;0;0;0;0;1;2;0;35;1;10;20;6;0;35;1;1;100.0;0;0.0;12;25;6;0;2;1;0;0;8;2;0;0;0;0;3;0;1;0;0;0;0;0;4;1;0;100.0
716;Fabricio Pérez;ARG;MF,FW;Estudiantes–LP;Liga Profesional Argentina;18;2005;7;0;156;1.7;0;0;0;0;0;0;0;0;0.6;0.6;0.0;0.7;6;6;21;0.00;0.00;0.00;0.00;0.00;0.37;0.02;0.38;0.37;0.38;4;2;50.0;2.31;1.15;0.00;0.00;10.0;0;0;0;0.6;0.6;0.16;-0.6;-0.6;28;41;68.3;423;89;15;18;83.3;12;16;75.0;1;2;50.0;0;0.0;0.1;0.0;1;3;0;0;6;3;1.73;2;0;1;0;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;0;2;0.0;2;4;0;4;2;3;1;0;80;2;5;40;38;8;80;11;7;63.6;4;36.4;49;318;131;6;3;3;18;4;57;21;0;0;0;1;4;0;6;2;1;0;0;0;5;3;5;37.5
718;Juan Pérez;COL;MF;Godoy Cruz;Liga Profesional Argentina;19;2004;9;6;483;5.4;1;2;3;1;0;0;0;0;0.3;0.3;0.6;0.9;9;16;18;0.19;0.37;0.56;0.19;0.56;0.06;0.11;0.17;0.06;0.17;6;3;50.0;1.12;0.56;0.17;0.33;23.5;0;0;0;0.3;0.3;0.05;+0.7;+0.7;108;150;72.0;1900;522;50;67;74.6;42;55;76.4;13;20;65.0;2;0.6;0.4;+1.4;7;13;4;1;16;11;2.05;9;1;0;1;0;0;2;0.37;2;0;0;0;0;0;7;5;1;2;4;2;6;33.3;4;3;0;3;0;7;1;0;197;3;18;95;87;11;197;21;11;52.4;10;47.6;107;682;355;9;7;2;10;15;124;18;0;0;0;4;3;1;13;0;5;0;0;0;22;0;6;0.0
723;Tomás Pérez;ARG;MF;Newell's OB;Liga Profesional Argentina;18;2005;17;13;1,195;13.3;1;0;1;1;0;0;4;0;0.7;0.7;0.2;0.9;11;43;9;0.08;0.00;0.08;0.08;0.08;0.06;0.01;0.07;0.06;0.07;10;3;30.0;0.75;0.23;0.10;0.33;13.1;0;0;0;0.7;0.7;0.07;+0.3;+0.3;410;491;83.5;6798;2232;177;210;84.3;180;201;89.6;32;45;71.1;0;0.2;0.2;-0.2;5;36;3;0;43;15;1.13;11;1;1;1;0;1;1;0.08;1;0;0;0;0;0;28;13;10;14;4;11;17;64.7;6;18;6;12;21;49;22;1;661;35;176;410;83;14;661;20;11;55.0;8;40.0;341;1794;897;11;10;1;19;14;382;9;4;0;0;18;10;2;3;21;13;0;0;0;60;17;13;56.7
736;Lisandro Piñero;ARG;FW;Banfield;Liga Profesional Argentina;16;2007;2;0;41;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;2;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.04;0.04;0.04;1;0;0.0;2.20;0.00;0.00;;28.9;0;0;0;0.0;0.0;0.02;0.0;0.0;8;12;66.7;81;12;7;7;100.0;0;2;0.0;0;2;0.0;0;0.0;0.0;0.0;0;0;0;0;0;1;2.20;0;0;0;0;1;0;0;0.00;0;0;0;0;0;0;2;1;2;0;0;0;2;0.0;2;1;0;1;1;3;1;0;26;0;11;8;8;0;26;3;1;33.3;2;66.7;9;52;28;0;0;0;1;3;10;2;0;0;0;1;2;0;1;1;1;0;0;0;6;2;1;66.7
743;Thiago Ponce;ARG;FW;Rosario Central;Liga Profesional Argentina;19;2005;1;0;5;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;1;2;50.0;11;0;1;2;50.0;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;1;0;0;3;0;0;1;2;0;3;0;0;;0;;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
744;Tomás Porra;ARG;MF;San Lorenzo;Liga Profesional Argentina;20;2004;3;0;39;0.4;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;0;2;1;0.00;0.00;0.00;0.00;0.00;0.43;0.00;0.43;0.43;0.43;1;0;0.0;2.31;0.00;0.00;;16.6;0;0;0;0.2;0.2;0.19;-0.2;-0.2;12;14;85.7;171;58;5;5;100.0;4;5;80.0;1;1;100.0;0;0.0;0.0;0.0;0;2;1;0;2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0;1;1;0;1;2;2;2;0;24;1;6;11;7;1;24;1;0;0.0;1;100.0;12;53;20;0;1;0;1;1;12;1;0;0;0;0;0;0;1;2;0;0;0;0;2;0;2;0.0
751;Santino Primante;ARG;FW,MF;Gimnasia–LP;Liga Profesional Argentina;19;2004;11;3;337;3.7;0;1;1;0;0;0;1;0;0.4;0.4;0.4;0.8;4;3;25;0.00;0.27;0.27;0.00;0.27;0.09;0.11;0.20;0.09;0.20;6;3;50.0;1.60;0.80;0.00;0.00;15.6;0;0;0;0.4;0.4;0.06;-0.4;-0.4;36;56;64.3;436;133;22;30;73.3;9;13;69.2;1;3;33.3;1;0.4;0.2;+0.6;2;3;1;1;3;2;0.53;1;0;0;0;1;0;0;0.00;0;0;0;0;0;0;4;2;1;2;1;1;2;50.0;1;2;0;2;1;5;3;0;105;3;10;41;55;13;105;11;0;0.0;11;100.0;62;329;92;4;3;0;11;2;72;25;1;0;0;6;7;1;5;1;2;0;0;0;12;7;15;31.8
767;Luca Raffin;PAR;DF;Rosario Central;Liga Profesional Argentina;18;2006;1;1;65;0.7;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;11;16;68.8;177;37;3;6;50.0;6;7;85.7;0;1;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;1;2;0;0;1;2;50.0;1;1;0;1;1;3;4;0;25;5;19;6;0;0;25;2;0;0.0;2;100.0;11;58;26;0;0;0;1;0;12;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0.0
786;Luca Regiardo;ARG;MF;Newell's OB;Liga Profesional Argentina;17;2006;1;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.3;0.3;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.32;0.32;0.00;0.32;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;20;25;80.0;286;86;10;11;90.9;8;9;88.9;0;2;0.0;0;0.3;0.2;-0.3;2;0;1;1;0;3;3.00;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;1;0;0;1;1;100.0;0;3;2;1;2;3;0;0;37;0;16;18;3;0;37;0;0;;0;;10;12;3;0;0;0;4;1;17;0;0;0;0;1;0;0;1;2;1;0;0;0;1;1;2;33.3
801;Agustín Rodríguez;ARG;FW,MF;Lanús;Liga Profesional Argentina;19;2004;7;3;193;2.1;1;0;1;1;0;0;3;1;1.4;1.4;0.2;1.7;4;5;16;0.47;0.00;0.47;0.47;0.47;0.67;0.10;0.77;0.67;0.77;5;2;40.0;2.33;0.93;0.20;0.50;11.7;0;0;0;1.4;1.4;0.29;-0.4;-0.4;37;63;58.7;498;216;26;40;65.0;7;13;53.8;3;5;60.0;0;0.2;0.1;-0.2;5;7;1;0;5;7;3.23;6;0;0;1;0;0;0;0.00;0;0;0;0;0;0;7;3;6;1;0;3;9;33.3;6;2;0;2;2;9;0;0;104;0;13;45;47;7;104;10;4;40.0;6;60.0;55;301;140;4;1;1;11;8;72;16;3;1;0;7;3;3;6;2;3;0;0;0;12;1;4;20.0
822;Leonel Roldán;ARG;MF;Vélez Sarsfield;Liga Profesional Argentina;19;2004;6;1;140;1.6;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;4;8;2;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.02;0.01;0.02;1;0;0.0;0.64;0.00;0.00;;30.2;0;0;0;0.0;0.0;0.02;0.0;0.0;46;59;78.0;853;277;19;24;79.2;22;27;81.5;4;6;66.7;0;0.0;0.0;0.0;1;6;1;0;8;3;1.91;3;0;0;0;0;0;1;0.64;1;0;0;0;0;0;2;1;0;2;0;0;1;0.0;1;4;1;3;1;3;1;0;77;3;18;45;14;0;77;3;0;0.0;3;100.0;37;249;140;4;1;0;0;2;42;2;1;0;0;5;2;0;1;1;1;0;0;0;6;2;4;33.3
823;Mauricio Roldán;ARG;FW;Banfield;Liga Profesional Argentina;18;2005;12;5;439;4.9;0;1;1;0;0;0;2;0;0.7;0.7;0.6;1.2;7;5;30;0.00;0.21;0.21;0.00;0.21;0.14;0.11;0.25;0.14;0.25;12;4;33.3;2.46;0.82;0.00;0.00;13.3;0;0;0;0.7;0.7;0.06;-0.7;-0.7;58;91;63.7;891;143;32;40;80.0;22;31;71.0;3;5;60.0;1;0.6;0.4;+0.4;3;4;3;3;5;11;2.26;7;0;0;2;2;0;1;0.21;1;0;0;0;0;0;6;3;3;1;2;5;7;71.4;2;3;1;2;1;7;2;0;185;4;17;70;99;25;185;29;8;27.6;21;72.4;98;498;149;7;4;2;24;7;126;30;2;0;0;10;4;2;12;1;3;0;0;0;16;11;28;28.2
835;Matías Rosales;ARG;DF,MF;Sarmiento;Liga Profesional Argentina;18;2005;9;3;262;2.9;0;0;0;0;0;0;3;0;0.0;0.0;0.2;0.2;1;4;10;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.07;0.00;0.07;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;25;58;43.1;386;169;12;19;63.2;11;21;52.4;0;10;0.0;0;0.2;0.3;-0.2;4;5;1;0;4;5;1.72;4;0;1;0;0;0;0;0.00;0;0;0;0;0;0;12;7;8;2;2;7;11;63.6;4;5;1;4;1;13;8;0;105;12;40;35;30;6;105;6;3;50.0;3;50.0;30;189;60;1;2;0;4;3;38;10;3;0;0;5;1;1;8;1;7;0;0;0;8;4;8;33.3
838;Agustín Ruberto;ARG;FW,MF;River Plate;Liga Profesional Argentina;18;2006;7;0;135;1.5;0;0;0;0;0;0;0;0;0.3;0.3;0.0;0.3;0;0;5;0.00;0.00;0.00;0.00;0.00;0.20;0.00;0.20;0.20;0.20;3;0;0.0;2.00;0.00;0.00;;14.1;0;0;0;0.3;0.3;0.10;-0.3;-0.3;15;21;71.4;189;26;11;13;84.6;2;3;66.7;1;2;50.0;0;0.0;0.0;0.0;0;0;0;0;0;2;1.33;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;0;0;;0;0;0;0;0;1;1;0;34;1;2;14;18;9;34;2;1;50.0;1;50.0;12;39;0;0;0;0;6;0;23;5;0;0;0;4;2;0;0;0;1;0;0;0;0;4;7;36.4
