Unnamed: 0,Joueur,Nationalité,Position,Équipe,Compétition,Âge,Année de naissance,Matchs joués,Titularisations,Minutes jouées,Matchs en 90 min,Buts,Passes décisives,Buts + Passes D,Buts (sans penalty),Pénaltys marqués,Pénaltys tentés,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus sans penalty,Passes décisives attendues (xAG),xG + xAG sans penalty,Courses progressives,Passes progressives,Réceptions progressives,Buts par 90 minutes,Passes décisives par 90 minutes,Buts + Passes décisives par 90 minutes,Buts hors penalty par 90 minutes,Buts + Passes décisives hors penalty par 90 minutes,Buts attendus par 90 minutes,Passes décisives attendues par 90 minutes,Somme des buts et passes attendues par 90 minutes,Buts attendus hors penalty par 90 minutes,Somme des buts et passes attendues hors penalty par 90 minutes,Équivalents 90 minutes joués,Actions menant à un tir,Actions menant à un tir par 90 minutes,Passes en jeu menant à un tir,"Passes arrêtées (coups francs, corners) menant à un tir",Dribbles réussis menant à un tir,Tirs ayant provoqué un autre tir,Fautes subies menant à un tir,Actions défensives menant à un tir,Actions menant à un but,Actions menant à un but par 90 minutes,Passes en jeu menant à un but,"Passes arrêtées (coups francs, corners) menant à un but",Dribbles réussis menant à un but,Tirs ayant provoqué un but,Fautes subies menant à un but,Actions défensives menant à un but,Passes réussies,Passes tentées,Pourcentage de passes réussies,Distance totale des passes,Distance progressive des passes,Passes courtes réussies,Passes courtes tentées,Pourcentage de passes courtes réussies,Passes moyennes réussies,Passes moyennes tentées,Pourcentage de passes moyennes réussies,Passes longues réussies,Passes longues tentées,Pourcentage de passes longues réussies,Passes décisives.1,Passes décisives attendues,Passes attendues (xA),Différence entre passes décisives réelles et attendues,Passes clés,Passes dans le dernier tiers,Passes dans la surface,Centres dans la surface,Passes progressives.1,Deuxième carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres tentés,Interceptions,Tacles gagnants,Penaltys provoqués,Penaltys concédés,Buts contre son camp,Ballons récupérés,Duels aériens gagnés,Duels aériens perdus,Pourcentage de duels aériens gagnés,Buts.1,Tirs,Tirs cadrés,Pourcentage de tirs cadrés,Tirs par 90 minutes,Tirs cadrés par 90 minutes,Buts par tir,Buts par tir cadré,Distance moyenne des tirs,Coups francs tentés,Penaltys marqués,Penaltys tentés,Buts attendus hors penalty par tir,Différence entre les buts marqués et les buts attendus,Différence entre les buts marqués hors penalty et les buts attendus hors penalty,Tacles réussis,Tacles gagnants.1,Tacles réussis dans le tiers défensif,Tacles réussis dans le tiers médian,Tacles réussis dans le tiers offensif,Duels défensifs gagnés,Duels défensifs disputés,Pourcentage de duels gagnés,Duels défensifs perdus,Total de blocs (tirs et passes),Tirs bloqués,Passes bloquées,Interceptions.1,Total de tacles et d’interceptions,Dégagements,Erreurs menant à un tir ou un but,Minutes jouées par match,Pourcentage de minutes jouées,Matches débutés en tant que titulaire,Minutes jouées par titularisation,Matches joués en intégralité,Nombre d’entrées en jeu,Minutes jouées par entrée en jeu,Matches passés sur le banc sans entrer en jeu,Points par match (PPM),Buts marqués par l’équipe lorsque le joueur est sur le terrain,Buts encaissés par l’équipe lorsque le joueur est sur le terrain,Différence de buts lorsque le joueur est sur le terrain,Différence de buts par 90 minutes,Impact du joueur sur la différence de buts par rapport au temps passé sur le terrain,xG de l’équipe lorsque le joueur est sur le terrain,xG concédés par l’équipe lorsque le joueur est sur le terrain,Différence xG lorsque le joueur est sur le terrain,Différence xG par 90 minutes,Impact du joueur sur la différence xG lorsqu’il est sur le terrain ou non,Touches de balle,Touches de balle dans la surface défensive,Touches de balle dans le tiers défensif,Touches de balle dans le tiers médian,Touches de balle dans le tiers offensif,Touches de balle dans la surface offensive,Touches de balle en jeu (hors coups de pied arrêtés),Dribbles tentés,Dribbles réussis,Pourcentage de dribbles réussis,Dribbles stoppés par l’adversaire,Pourcentage de dribbles stoppés,Portées de balle,Distance totale parcourue avec le ballon (en mètres),Distance progressive parcourue avec le ballon,Portées de balle progressives,Portées de balle jusqu’au dernier tiers du terrain,Portées de balle entrant dans la surface adverse,Ballons perdus en conduite,Ballons perdus sous la pression d’un adversaire,Passes reçues,Passes progressives reçues
1212,Raúl Jiménez,MEX,Attaquant,Fulham,Premier League,33,1991,29,23,1836,20.4,10,3,13,7,3,3,3,0,10.3,7.9,2.8,10.7,29,45,103,0.49,0.15,0.64,0.34,0.49,0.51,0.13,0.64,0.39,0.52,20.4,49,2.4,32,1,2,9,4,1,6,0.29,3,0,0,1,1,1,341,484,70.5,5201,1157,194,239,81.2,103,137,75.2,27,46,58.7,3,2.8,1.8,0.2,15,26,8,3,45,0,30,32,13,18,9,14,1,0,0,56,55,74,42.6,10,74,25,33.8,3.63,1.23,0.09,0.28,14.6,0,3,3,0.11,-0.3,-0.9,24,14,5,12,7,4,14,28.6,10,17,5,12,9,33,15,3,63,70.3,23,76,4,6,16,0,1.55,24,25,-1,-0.05,-0.75,27.5,21.7,5.8,0.28,0.17,750,26,83,328,350,133,747,42,18,42.9,21,50.0,422,1919,862,29,15,15,47,38,550,103
1214,João Pedro,BRA,Attaquant,Brighton,Premier League,23,2001,23,20,1699,18.9,8,6,14,5,3,3,4,0,7.1,4.7,4.3,9.0,60,65,110,0.42,0.32,0.74,0.26,0.58,0.37,0.23,0.6,0.25,0.47,18.9,58,3.07,45,0,2,2,8,1,9,0.48,6,0,0,0,3,0,413,569,72.6,5799,1514,259,332,78.0,111,150,74.0,24,36,66.7,6,4.3,2.6,1.7,23,36,31,4,65,0,20,42,2,19,7,8,3,1,0,49,36,38,48.6,8,39,14,35.9,2.07,0.74,0.13,0.36,16.6,0,3,3,0.12,0.9,0.3,12,8,5,5,2,2,9,22.2,7,11,0,11,7,19,9,0,74,65.1,20,82,11,3,21,0,1.7,30,21,9,0.48,0.77,31.0,21.8,9.3,0.49,1.15,804,9,49,333,433,107,801,65,24,36.9,33,50.8,528,3264,1557,60,32,29,66,34,639,110
1222,Brennan Johnson,WAL,Attaquant,Tottenham,Premier League,23,2001,26,20,1762,19.6,9,2,11,9,0,0,4,0,9.2,9.2,1.6,10.8,52,57,169,0.46,0.1,0.56,0.46,0.56,0.47,0.08,0.55,0.47,0.55,19.6,42,2.15,28,0,6,4,3,1,6,0.31,5,0,1,0,0,0,378,528,71.6,4926,1297,235,291,80.8,118,155,76.1,8,21,38.1,2,1.6,1.4,0.4,15,23,27,4,57,0,20,19,6,41,4,22,1,0,0,52,7,19,26.9,9,49,18,36.7,2.5,0.92,0.18,0.5,11.4,0,0,0,0.19,-0.2,-0.2,35,22,6,20,9,14,28,50.0,14,19,2,17,4,39,11,0,68,67.5,20,77,10,6,37,0,1.19,32,24,8,0.41,-0.02,31.8,30.9,0.9,0.04,0.25,713,15,75,245,404,111,713,36,16,44.4,17,47.2,444,2472,1261,52,18,30,21,13,516,169
1232,Diogo Jota,POR,Attaquant,Liverpool,Premier League,28,1996,18,10,844,9.4,5,3,8,5,0,0,1,0,6.1,6.1,1.7,7.8,31,23,67,0.53,0.32,0.85,0.53,0.85,0.65,0.19,0.84,0.65,0.84,9.4,28,2.99,17,0,5,4,1,1,7,0.75,5,0,1,0,1,0,164,230,71.3,2363,557,92,116,79.3,52,67,77.6,9,16,56.3,3,1.7,1.1,1.3,9,19,2,1,23,0,15,10,0,7,6,4,1,0,0,33,19,24,44.2,5,35,11,31.4,3.73,1.17,0.14,0.45,12.6,0,0,0,0.17,-1.1,-1.1,7,4,0,5,2,4,16,25.0,12,6,0,6,6,13,5,0,47,32.3,10,68,2,8,20,3,2.28,23,7,16,1.71,0.38,22.2,7.3,15.0,1.6,0.33,352,4,25,139,195,73,352,27,10,37.0,16,59.3,194,1224,632,31,20,18,28,18,243,67
1392,Will Lankshear,ENG,Attaquant,Tottenham,Premier League,19,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0.4,0,0,0,3,4,12,1.33,0,0,0,0.0,-0.42,0.5,0.0,0.5,4.19,4.25,3,0,0,2,1,0,3,0,0,0.0,0,0.0,3,3,0,0,0,0,2,0,3,1
1440,Jesper Lindstrøm,DEN,Attaquant,Everton,Premier League,25,2000,25,15,1239,13.8,0,1,1,0,0,0,2,0,2.1,2.1,2.0,4.1,30,25,81,0.0,0.07,0.07,0.0,0.07,0.15,0.15,0.3,0.15,0.3,13.8,46,3.35,30,7,2,3,3,1,1,0.07,1,0,0,0,0,0,297,428,69.4,4593,1335,194,225,86.2,65,99,65.7,29,65,44.6,1,2.0,2.0,-1.0,19,18,12,7,25,0,15,10,1,71,12,25,0,0,0,70,6,12,33.3,0,28,10,35.7,2.03,0.73,0.0,0.0,21.0,6,0,0,0.08,-2.1,-2.1,45,25,24,19,2,19,55,34.5,36,15,3,12,12,57,17,0,50,47.5,15,67,1,10,23,3,1.2,15,14,1,0.07,0.4,17.4,13.2,4.2,0.31,0.85,625,22,127,206,303,40,625,43,8,18.6,31,72.1,302,1627,780,30,19,7,31,24,347,81
1503,Noni Madueke,ENG,Attaquant,Chelsea,Premier League,23,2002,23,19,1453,16.1,7,3,10,7,0,0,3,0,7.6,7.6,3.6,11.2,110,53,179,0.43,0.19,0.62,0.43,0.62,0.47,0.22,0.69,0.47,0.69,16.1,61,3.78,44,0,8,5,3,1,8,0.5,5,0,0,1,1,1,380,486,78.2,5534,1368,241,276,87.3,106,140,75.7,19,32,59.4,3,3.6,2.5,-0.6,24,10,29,6,53,0,17,18,3,46,7,11,0,0,0,60,9,11,45.0,7,64,25,39.1,3.96,1.55,0.11,0.28,14.7,0,0,0,0.12,-0.6,-0.6,16,11,7,8,1,11,29,37.9,18,11,0,11,7,23,9,0,63,55.7,19,74,4,4,11,1,1.87,31,23,8,0.5,-0.13,35.0,23.2,11.8,0.73,0.37,703,13,71,191,453,138,703,69,27,39.1,36,52.2,475,3979,2500,110,39,66,38,23,544,179
1530,Donyell Malen,NED,Attaquant,Aston Villa,Premier League,26,1999,6,1,170,1.9,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,5,3,14,0.0,0.0,0.0,0.0,0.0,0.3,0.02,0.32,0.3,0.32,1.9,3,1.58,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,30,42,71.4,387,69,20,24,83.3,7,10,70.0,2,2,100.0,0,0.0,0.0,0.0,1,1,1,0,3,0,0,2,2,3,0,2,0,0,0,4,1,3,25.0,0,7,4,57.1,3.71,2.12,0.0,0.0,17.6,0,0,0,0.08,-0.6,-0.6,5,2,3,1,1,1,2,50.0,1,0,0,0,0,5,0,0,28,6.5,1,62,0,5,22,2,1.5,1,3,-2,-1.06,-0.99,2.3,1.8,0.5,0.29,0.26,70,1,5,20,49,12,70,6,2,33.3,3,50.0,38,308,157,5,3,2,4,5,41,14
1584,Gabriel Martinelli,BRA,Attaquant,Arsenal,Premier League,23,2001,24,17,1569,17.4,6,3,9,6,0,0,1,0,4.5,4.5,3.0,7.5,87,32,199,0.34,0.17,0.52,0.34,0.52,0.26,0.17,0.43,0.26,0.43,17.4,45,2.58,37,1,5,1,1,0,4,0.23,3,0,1,0,0,0,333,477,69.8,4823,1034,213,263,81.0,92,137,67.2,19,35,54.3,3,3.0,3.3,0.0,27,6,24,10,32,0,13,14,7,63,3,13,0,0,0,62,13,22,37.1,6,32,16,50.0,1.84,0.92,0.19,0.38,12.5,0,0,0,0.14,1.5,1.5,18,13,6,5,7,6,20,30.0,14,10,0,10,3,21,13,0,65,60.1,17,80,5,7,31,2,2.0,32,15,17,0.98,-0.06,25.0,16.5,8.5,0.49,-0.49,694,12,73,190,442,124,694,93,27,29.0,50,53.8,451,3377,1785,87,26,39,38,29,510,199
1610,Jean-Philippe Mateta,FRA,Attaquant,Crystal Palace,Premier League,27,1997,27,25,2132,23.7,12,2,14,10,2,2,2,0,11.3,9.7,3.0,12.7,31,42,100,0.51,0.08,0.59,0.42,0.51,0.48,0.13,0.6,0.41,0.53,23.7,51,2.15,36,0,3,9,3,0,7,0.3,3,0,2,2,0,0,240,369,65.0,3183,844,147,192,76.6,68,111,61.3,6,18,33.3,2,3.0,2.1,-1.0,26,28,14,1,42,0,23,22,14,22,2,10,0,0,0,56,52,88,37.1,12,52,21,40.4,2.2,0.89,0.19,0.48,15.1,0,2,2,0.19,0.7,0.3,14,10,4,8,2,3,14,21.4,11,14,3,11,2,16,20,0,79,84.6,25,83,17,2,28,0,1.33,33,28,5,0.21,0.67,36.8,29.0,7.8,0.33,0.1,599,24,51,287,275,78,597,37,15,40.5,18,48.6,310,1620,782,31,18,7,53,37,438,100
