match_id,type_evenement,equipe_couleur,equipe_id,joueur,equipe_joueur,joueur_id,minute,xg,csc,situation,position_x,position_y
4514112,AttemptSaved,#E01D13,8639,Hákon Arnar Haraldsson,Lille,1044470,75,0.02207692340016365,False,RegularPlay,83.0480582528,22.387770704599998
4514112,AttemptSaved,#E01D13,8639,Rémy Cabella,Lille,199834,76,0.07016728073358536,False,RegularPlay,92.7,28.454999999
4514112,AttemptSaved,#E01D13,8639,Rémy Cabella,Lille,199834,80,0.023818038403987885,False,RegularPlay,82.4849514568,16.9928662435
4514112,AttemptSaved,#E01D13,8639,Osame Sahraoui,Lille,988160,82,0.010135241784155369,False,FromCorner,94.5789473669,18.884585989599998
4514112,AttemptSaved,#055DC6,8583,Hamed Traorè,Auxerre,875672,90,0.020872609689831734,False,RegularPlay,82.93543689360001,20.0756687927
4514112,AttemptSaved,#E01D13,8639,Osame Sahraoui,Lille,988160,90,0.06230448558926582,False,RegularPlay,93.6,41.772499999999994
4514112,AttemptSaved,#E01D13,8639,Thomas Meunier,Lille,277771,90,0.0589432567358017,False,FromCorner,95.2543859636,34.99125
4514112,Miss,#E01D13,8639,Angel Gomes,Lille,848667,90,0.007246863096952438,False,FromCorner,83.8364077672,51.49757961659999
4514116,AttemptSaved,#ED1C24,8521,Ludovic Ajorque,Brest,471153,8,0.14974522590637207,False,RegularPlay,92.7,37.50750000000001
4514116,Goal,#ED1C24,8521,Mahdi Camara,Brest,770321,8,0.11560355126857758,False,RegularPlay,99.6896551728,22.738089176099997
4514116,Miss,#0160A0,9748,Corentin Tolisso,Lyon,473852,17,0.11451614648103714,False,FromCorner,100.06896551759999,30.256
